ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	Book
909	"""Preservation of family life is an admirable quality, Miss McVey."" Maddy chuckled silently at his quaint turn of phrase.  ""I thought I might have a little time to do some painting while I'm here.""  ""Well, I dare say you might find a willing subject or two among Mr Collier's guests this summer,"" Damon commented. As he turned on his heels to leave, he seemed to remember something."	his	329	Mr Collier's	262	FALSE	Damon	296	TRUE	white-breakers.epub
909-control	"""Preservation of family life is an admirable quality, Maddy."" Miss McVey chuckled silently at his quaint turn of phrase.  ""I thought I might have a little time to do some painting while I'm here.""  ""Well, I dare say you might find a willing subject or two among Damon's guests this summer,"" Mr Collier commented. As he turned on his heels to leave, he seemed to remember something."	his	329	Damon's	262	FALSE	Mr Collier	291	TRUE	white-breakers.epub
909-swap-1	"""Preservation of family life is an admirable quality, Damon."" Mr Collier chuckled silently at her quaint turn of phrase.  ""I thought I might have a little time to do some painting while I'm here.""  ""Well, I dare say you might find a willing subject or two among Maddy's guests this summer,"" Miss McVey commented. As she turned on her heels to leave, she seemed to remember something."	her	330	Maddy's	262	FALSE	Miss McVey	291	TRUE	white-breakers.epub
909-swap-2	"""Preservation of family life is an admirable quality, Mr Collier."" Damon chuckled silently at her quaint turn of phrase.  ""I thought I might have a little time to do some painting while I'm here.""  ""Well, I dare say you might find a willing subject or two among Miss McVey's guests this summer,"" Maddy commented. As she turned on her heels to leave, she seemed to remember something."	her	330	Miss McVey's	262	FALSE	Maddy	296	TRUE	white-breakers.epub
910	"""Preservation of family life is an admirable quality, Miss McVey."" Maddy chuckled silently at his quaint turn of phrase.  ""I thought I might have a little time to do some painting while I'm here.""  ""Well, I dare say you might find a willing subject or two among Mr Collier's guests this summer,"" Damon commented. As he turned on his heels to leave, he seemed to remember something."	he	349	Mr Collier's	262	FALSE	Damon	296	TRUE	white-breakers.epub
910-control	"""Preservation of family life is an admirable quality, Maddy."" Miss McVey chuckled silently at his quaint turn of phrase.  ""I thought I might have a little time to do some painting while I'm here.""  ""Well, I dare say you might find a willing subject or two among Damon's guests this summer,"" Mr Collier commented. As he turned on his heels to leave, he seemed to remember something."	he	349	Damon's	262	FALSE	Mr Collier	291	TRUE	white-breakers.epub
910-swap-1	"""Preservation of family life is an admirable quality, Damon."" Mr Collier chuckled silently at her quaint turn of phrase.  ""I thought I might have a little time to do some painting while I'm here.""  ""Well, I dare say you might find a willing subject or two among Maddy's guests this summer,"" Miss McVey commented. As she turned on her heels to leave, she seemed to remember something."	she	350	Maddy's	262	FALSE	Miss McVey	291	TRUE	white-breakers.epub
910-swap-2	"""Preservation of family life is an admirable quality, Mr Collier."" Damon chuckled silently at her quaint turn of phrase.  ""I thought I might have a little time to do some painting while I'm here.""  ""Well, I dare say you might find a willing subject or two among Miss McVey's guests this summer,"" Maddy commented. As she turned on her heels to leave, she seemed to remember something."	she	350	Miss McVey's	262	FALSE	Maddy	296	TRUE	white-breakers.epub
911	"Cheesy biscuits!"" Shelley giggled over and over hysterically.  ""Perfect,"" Damon said as he snapped again.  ""I think you should kiss each other for Christmas,"" Shelley said innocently, looking up at Maddy and Morgan as she tugged at mother's sleek black velvet skirt."	she	218	Shelley	159	TRUE	Maddy	198	FALSE	white-breakers.epub
911-control	"Cheesy biscuits!"" Maddy giggled over and over hysterically.  ""Perfect,"" Morgan said as he snapped again.  ""I think you should kiss each other for Christmas,"" Maddy said innocently, looking up at Shelley and Damon as she tugged at mother's sleek black velvet skirt."	she	216	Maddy	158	TRUE	Shelley	195	FALSE	white-breakers.epub
911-swap-1	"Cheesy biscuits!"" Morgan giggled over and over hysterically.  ""Perfect,"" Maddy said as she snapped again.  ""I think you should kiss each other for Christmas,"" Morgan said innocently, looking up at Damon and Shelley as he tugged at father's sleek black velvet skirt."	he	218	Morgan	159	TRUE	Damon	197	FALSE	white-breakers.epub
911-swap-2	"Cheesy biscuits!"" Damon giggled over and over hysterically.  ""Perfect,"" Shelley said as she snapped again.  ""I think you should kiss each other for Christmas,"" Damon said innocently, looking up at Morgan and Maddy as he tugged at father's sleek black velvet skirt."	he	217	Damon	160	TRUE	Morgan	197	FALSE	white-breakers.epub
912	"Morgan was still in the city and had left messages that he'd be back in the early evening. No one was quite sure why.  ""I'm sure everything is in capable hands,"" was all he'd relayed to Maddy via Damon.  Chloe had arrived mid morning at about ten, eager to catch up with her boys and, Maddy suspected, to keep an eye on her."	her	320	Chloe	204	FALSE	Maddy	285	TRUE	white-breakers.epub
912-control	"Damon was still in the city and had left messages that he'd be back in the early evening. No one was quite sure why.  ""I'm sure everything is in capable hands,"" was all he'd relayed to Chloe via Morgan.  Maddy had arrived mid morning at about ten, eager to catch up with her boys and, Chloe suspected, to keep an eye on her."	her	320	Maddy	204	FALSE	Chloe	285	TRUE	white-breakers.epub
912-swap-1	"Maddy was still in the city and had left messages that she'd be back in the early evening. No one was quite sure why.  ""I'm sure everything is in capable hands,"" was all she'd relayed to Morgan via Chloe.  Damon had arrived mid morning at about ten, eager to catch up with his girls and, Morgan suspected, to keep an eye on him."	him	324	Damon	206	FALSE	Morgan	288	TRUE	white-breakers.epub
912-swap-2	"Chloe was still in the city and had left messages that she'd be back in the early evening. No one was quite sure why.  ""I'm sure everything is in capable hands,"" was all she'd relayed to Damon via Maddy.  Morgan had arrived mid morning at about ten, eager to catch up with his girls and, Damon suspected, to keep an eye on him."	him	323	Morgan	205	FALSE	Damon	288	TRUE	white-breakers.epub
913	"And I have my painting career to consider""  ""Oh my dear, I'm sure he wants you to. You could paint here.""  Before Maddy had a chance to reply, a group of what appeared to be old and dear friends, headed by Damon, began to congregate around Charlotte Collier. Morgan brought over a special chair for her."	her	299	Maddy	114	FALSE	Charlotte Collier	240	TRUE	white-breakers.epub
913-control	"And I have my painting career to consider""  ""Oh my dear, I'm sure he wants you to. You could paint here.""  Before Charlotte Collier had a chance to reply, a group of what appeared to be old and dear friends, headed by Morgan, began to congregate around Maddy. Damon brought over a special chair for her."	her	299	Charlotte Collier	114	FALSE	Maddy	253	TRUE	white-breakers.epub
913-swap-1	"And I have my painting career to consider""  ""Oh my dear, I'm sure she wants you to. You could paint here.""  Before Morgan had a chance to reply, a group of what appeared to be old and dear friends, headed by Charlotte Collier, began to congregate around Damon. Maddy brought over a special chair for him."	him	300	Morgan	115	FALSE	Damon	254	TRUE	white-breakers.epub
913-swap-2	"And I have my painting career to consider""  ""Oh my dear, I'm sure she wants you to. You could paint here.""  Before Damon had a chance to reply, a group of what appeared to be old and dear friends, headed by Maddy, began to congregate around Morgan. Charlotte Collier brought over a special chair for him."	him	300	Damon	115	FALSE	Morgan	241	TRUE	white-breakers.epub
916	"She would have to dip into her company retirement plan or get a loan to pay the tab. She might even have to get a second job.  Donna started pulling out various forms for Mac to read, fill-in and sign. While Mac started the paperwork, Donna went to Marcia's desk and had a brief conversation with her. When she returned, she waited for Mac to look up and said, ""Marcia and Robert will be working the case with me."""	she	307	Donna	235	TRUE	Marcia	362	FALSE	white-crest.epub
916-control	"She would have to dip into her company retirement plan or get a loan to pay the tab. She might even have to get a second job.  Marcia started pulling out various forms for Robert to read, fill-in and sign. While Robert started the paperwork, Marcia went to Donna's desk and had a brief conversation with her. When she returned, she waited for Robert to look up and said, ""Donna and Mac will be working the case with me."""	she	314	Marcia	242	TRUE	Donna	372	FALSE	white-crest.epub
916-swap-1	"He would have to dip into his company retirement plan or get a loan to pay the tab. He might even have to get a second job.  Robert started pulling out various forms for Marcia to read, fill-in and sign. While Marcia started the paperwork, Robert went to Mac's desk and had a brief conversation with him. When he returned, he waited for Marcia to look up and said, ""Mac and Donna will be working the case with me."""	he	310	Robert	240	TRUE	Mac	366	FALSE	white-crest.epub
